symbol,name,sector,industry,market_cap_usd
CLFD,Clearfield Inc. Common Stock,Utilities,Telecommunications Equipment,594267086.0
SDHC,Smith Douglas Homes Corp. Class A Common Stock,Consumer Discretionary,Homebuilding,593655070.0
PFIS,Peoples Financial Services Corp. Common Stock,Finance,Major Banks,593144699.0
ZVRA,Zevra Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,592924293.0
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),Finance,Savings Institutions,591793783.0
WHFCL,WhiteHorse Finance Inc. 7.875% Notes due 2028,,,591769020.0
KE,Kimball Electronics Inc. Common Stock,Technology,Electrical Products,591603555.0
EIKN,Eikon Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),590652431.0
EVGO,EVgo Inc. Class A Common Stock,Technology,EDP Services,590055606.0
RYAM,Rayonier Advanced Materials Inc. Common Stock,Basic Materials,Paper,588738533.0
GYRE,Gyre Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,587991631.0
CASS,Cass Information Systems Inc Common Stock,Consumer Discretionary,Business Services,587181817.0
UHT,Universal Health Realty Income Trust Common Stock,Real Estate,Real Estate Investment Trusts,586937795.0
ARVN,Arvinas Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,586497690.0
GOGO,Gogo Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment,585582805.0
CADL,Candel Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),585429210.0
AMSF,AMERISAFE Inc. Common Stock,Finance,Property-Casualty Insurers,580752090.0
BHB,Bar Harbor Bankshares Inc. Common Stock,Finance,Major Banks,580448746.0
NPCE,Neuropace Inc. Common Stock,Health Care,Medical/Dental Instruments,576866165.0
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,Finance,Investment Managers,575628396.0
IDR,Idaho Strategic Resources Inc. Common Stock,Basic Materials,Precious Metals,573423586.0
MSBI,Midland States Bancorp Inc. Common Stock,Finance,Major Banks,572764346.0
ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts,572323069.0
CBIO,Crescent Biopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,571841932.0
ORN,Orion Group Holdings Inc. Common,Industrials,Military/Government/Technical,568733856.0
IIM,Invesco Value Municipal Income Trust Common Stock,Finance,Investment Managers,567645374.0
AMWD,American Woodmark Corporation Common Stock,Basic Materials,Forest Products,566757246.0
SD,SandRidge Energy Inc. Common Stock,Energy,Oil & Gas Production,564849363.0
TASK,TaskUs Inc. Class A Common Stock,Technology,EDP Services,564121743.0
ALT,Altimmune Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,563975047.0
DNUT,Krispy Kreme Inc. Common Stock,Consumer Staples,Food Chains,563748000.0
HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share,Technology,Computer Software: Programming Data Processing,563303906.0
ADV,Advantage Solutions Inc. Class A Common Stock,Consumer Discretionary,Business Services,562523297.0
TCMD,Tactile Systems Technology Inc. Common Stock,Health Care,Medical/Dental Instruments,561650874.0
IIIV,i3 Verticals Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,559188910.0
PRAA,PRA Group Inc. Common Stock,Finance,Finance: Consumer Services,558382600.0
INV,Innventure Inc. Common Stock,Finance,Blank Checks,558057127.0
ACNB,ACNB Corporation Common Stock,Finance,Major Banks,556045796.0
MCS,Marcus Corporation (The) Common Stock,Consumer Discretionary,Movies/Entertainment,555568261.0
BWMN,Bowman Consulting Group Ltd. Common Stock,Consumer Discretionary,Professional Services,555520400.0
FBIOP,Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,Health Care,Biotechnology: Pharmaceutical Preparations,554758502.0
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock,Finance,Investment Managers,553792338.0
TDUP,ThredUp Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,553585229.0
PHR,Phreesia Inc. Common Stock,Consumer Discretionary,Business Services,551023750.0
TYG,Tortoise Energy Infrastructure Corporation Common Stock,Finance,Investment Managers,550830561.0
BWBBP,Bridgewater Bancshares Inc. Depositary Shares Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks,550696498.0
MG,Mistras Group Inc Common Stock,Consumer Discretionary,Military/Government/Technical,549792248.0
TECX,Tectonic Therapeutic Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),549470696.0
NRDS,NerdWallet Inc. Class A Common Stock,Technology,EDP Services,549419838.0
NRIM,Northrim BanCorp Inc Common Stock,Finance,Savings Institutions,548111034.0
UNTY,Unity Bancorp Inc. Common Stock,Finance,Major Banks,548032431.0
LEGH,Legacy Housing Corporation Common Stock (TX),Consumer Discretionary,Homebuilding,546739007.0
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),Finance,Trusts Except Educational Religious and Charitable,545573598.0
APPS,Digital Turbine Inc. Common Stock,Miscellaneous,Multi-Sector Companies,545544695.0
CERS,Cerus Corporation Common Stock,Technology,EDP Services,542999920.0
SFST,Southern First Bancshares Inc. Common Stock,Finance,Major Banks,541970058.0
MBUU,Malibu Boats Inc. Class A Common Stock,Industrials,Marine Transportation,541393551.0
CARS,Cars.com Inc. Common Stock ,Technology,EDP Services,539464211.0
MDXG,MiMedx Group Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,539183546.0
FFIC,Flushing Financial Corporation Common Stock,Finance,Major Banks,537733145.0
PACK,Ranpak Holdings Corp Class A Common Stock,Consumer Discretionary,Containers/Packaging,537221815.0
RIGL,Rigel Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,536745341.0
PRME,Prime Medicine Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),536433829.0
CTRN,Citi Trends Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,536358829.0
NGS,Natural Gas Services Group Inc. Common Stock,Energy,Oilfield Services/Equipment,535556496.0
OPENW,Opendoor Technologies Inc  Series K Warrants each whole warrant exercisable to purchase one share of Common Stock at an exercise price of $9.00 per warrant,Finance,Real Estate,534560568.0
XMAX,XMAX Inc. Common Stock,Consumer Discretionary,Home Furnishings,533623515.0
FIP,FTAI Infrastructure Inc. Common Stock ,Energy,Oil Refining/Marketing,532917633.0
OIS,Oil States International Inc. Common Stock,Consumer Discretionary,Oil and Gas Field Machinery,532711723.0
KRNY,Kearny Financial Corp Common Stock,Finance,Savings Institutions,530861038.0
IPI,Intrepid Potash Inc Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),530739015.0
MLR,Miller Industries Inc. Common Stock,Consumer Discretionary,Construction/Ag Equipment/Trucks,530584537.0
SRTA,Strata Critical Medical Inc. Class A Common Stock,Consumer Discretionary,Transportation Services,530407874.0
VKQ,Invesco Municipal Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable,530114234.0
KRT,Karat Packaging Inc. Common Stock,Industrials,Plastic Products,530037058.0
ANGX,Angel Studios Inc. Class A Common Stock,Consumer Discretionary,Movies/Entertainment,529411114.0
MAX,MediaAlpha Inc. Class A Common Stock,Consumer Discretionary,Business Services,529355083.0
CIVB,Civista Bancshares Inc. Common Stock,Finance,Major Banks,529144040.0
PROK,ProKidney Corp. Class A Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),528604346.0
BME,Blackrock Health Sciences Trust,Finance,Trusts Except Educational Religious and Charitable,528120843.0
MSBIP,Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks,527158789.0
KYTX,Kyverna Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),527094488.0
BBNX,Beta Bionics Inc. Common Stock,Health Care,Medical/Dental Instruments,526719235.0
OOMA,Ooma Inc. Common Stock,Technology,EDP Services,525987529.0
AHRT,AH Realty Trust Inc. Common Stock,Finance,Real Estate,525611340.0
PANL,Pangaea Logistics Solutions Ltd. Common Shares,Consumer Discretionary,Marine Transportation,524627682.0
ACIC,American Coastal Insurance Corporation Common Stock,Finance,Property-Casualty Insurers,523411708.0
DNA,Ginkgo Bioworks Holdings Inc. Class A Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),522559109.0
XOMA,XOMA Royalty Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,522333900.0
BWB,Bridgewater Bancshares Inc. Common Stock,Finance,Major Banks,521976630.0
MEC,Mayville Engineering Company Inc. Common Stock,Industrials,Industrial Specialties,521572453.0
BDN,Brandywine Realty Trust Common Stock,Real Estate,Real Estate Investment Trusts,521135535.0
TRC,Tejon Ranch Co Common Stock,Finance,Real Estate,519831505.0
CCSI,Consensus Cloud Solutions Inc. Common Stock,Technology,Computer Software: Prepackaged Software,518362241.0
CTNM,Contineum Therapeutics Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,518175185.0
CTKB,Cytek Biosciences Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments,517861774.0
AQST,Aquestive Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,516854490.0
IIIN,Insteel Industries Inc. Common Stock,Industrials,Steel/Iron Ore,516535705.0
PRTA,Prothena Corporation plc Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,514632320.0
EBF,Ennis Inc. Common Stock,Consumer Discretionary,Office Equipment/Supplies/Services,512939322.0
CBNK,Capital Bancorp Inc. Common Stock,Finance,Major Banks,512585091.0
IQI,Invesco Quality Municipal Income Trust Common Stock,Finance,Finance Companies,511386317.0
OLP,One Liberty Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts,510575083.0
HBCP,Home Bancorp Inc. Common Stock,Finance,Banks,509535736.0
TREE,LendingTree Inc. Common Stock,Finance,Finance: Consumer Services,508168916.0
CPS,Cooper-Standard Holdings Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,505137830.0
VCV,Invesco California Value Municipal Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable,502850513.0
MNRO,Monro Inc. Common Stock,Consumer Discretionary,Automotive Aftermarket,502829305.0
ETD,Ethan Allen Interiors Inc. Common Stock,Consumer Discretionary,Home Furnishings,502310732.0
ALTI,AlTi Global Inc. Class A Common Stock,Finance,Investment Managers,500338872.0
FTHY,First Trust High Yield Opportunities 2027 Term Fund Common Stock,Finance,Investment Managers,500112650.0
BSRR,Sierra Bancorp Common Stock,Finance,Major Banks,499494037.0
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts,499489054.0
CHCT,Community Healthcare Trust Incorporated Common Stock,Real Estate,Real Estate Investment Trusts,496577762.0
CRNC,Cerence Inc. Common Stock,Technology,Computer Software: Prepackaged Software,496162143.0
XRN,Chiron Real Estate Inc. Common Stock,Real Estate,Real Estate Investment Trusts,495247339.0
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,Finance,Investment Managers,493610717.0
ANGO,AngioDynamics Inc. Common Stock,Health Care,Medical/Dental Instruments,492521467.0
RBBN,Ribbon Communications Inc. Common Stock,Technology,EDP Services,491427997.0
MVST,Microvast Holdings Inc. Common Stock,Miscellaneous,Industrial Machinery/Components,486409781.0
OSPN,OneSpan Inc. Common Stock,Technology,EDP Services,486395792.0
FLGT,Fulgent Genetics Inc. Common Stock,Health Care,Medical Specialities,485934660.0
RPD,Rapid7 Inc. Common Stock,Technology,Computer Software: Prepackaged Software,485858593.0
YORW,York Water Company (The) Common Stock,Utilities,Water Supply,484172956.0
MATV,Mativ Holdings Inc. Common Stock,Basic Materials,Paper,481726321.0
ACHV,Achieve Life Sciences Inc. Common Shares,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,481470977.0
PUBM,PubMatic Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing,481152847.0
ASPN,Aspen Aerogels Inc. Common Stock,Consumer Discretionary,RETAIL: Building Materials,479860453.0
IMMX,Immix Biopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,477732329.0
FBIZ,First Business Financial Services Inc. Common Stock,Finance,Major Banks,477312435.0
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,Finance,Investment Managers,473344970.0
TWI,Titan International Inc. (DE) Common Stock,Industrials,Steel/Iron Ore,473133906.0
CVGW,Calavo Growers Inc. Common Stock,Consumer Discretionary,Specialty Foods,472769390.0
PRTH,Priority Technology Holdings Inc. Common Stock,Consumer Discretionary,Business Services,471895124.0
KIDS,OrthoPediatrics Corp. Common Stock,Health Care,Medical/Dental Instruments,471833340.0
COFS,ChoiceOne Financial Services Inc. Common Stock,Finance,Major Banks,470815100.0
STTK,Shattuck Labs Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,467751154.0
BBW,Build-A-Bear Workshop Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,465100309.0
DDD,3D Systems Corporation Common Stock,Technology,Computer Software: Prepackaged Software,462883217.0
ZSQR,Z Squared Inc. Common Stock,Finance,Finance: Consumer Services,461854807.0
OVID,Ovid Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,461001052.0
BLZE,Backblaze Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,460200000.0
TOI,The Oncology Institute Inc. Common Stock,Health Care,Medical/Nursing Services,458921662.0
IMXI,International Money Express Inc. Common Stock,Consumer Discretionary,Business Services,458038168.0
GUT,Gabelli Utility Trust (The) Common Stock,Finance,Trusts Except Educational Religious and Charitable,458009941.0
SCVL,Shoe Carnival Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,457886455.0
AIOT,PowerFleet Inc. Common Stock,Telecommunications,Telecommunications Equipment,457442215.0
CAL,Caleres Inc. Common Stock,Consumer Discretionary,Shoe Manufacturing,456870227.0
OBT,Orange County Bancorp Inc. Common Stock,Finance,Major Banks,456539131.0
JOUT,Johnson Outdoors Inc. Class A Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,456277584.0
ERII,Energy Recovery Inc. Common Stock,Technology,Industrial Machinery/Components,456175542.0
ITIC,Investors Title Company Common Stock,Finance,Specialty Insurers,455497915.0
UPB,Upstream Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,455495283.0
FPI,Farmland Partners Inc. Common Stock,Real Estate,Real Estate Investment Trusts,454927406.0
SFIX,Stitch Fix Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,454619992.0
WEAV,Weave Communications Inc. Common Stock,Technology,Computer Software: Prepackaged Software,454319776.0
CATX,Perspective Therapeutics Inc. Common Stock,Health Care,Medical/Dental Instruments,453903864.0
GLOO,Gloo Holdings Inc. Class A Common Stock,Technology,EDP Services,453687006.0
OCGN,Ocugen Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),453619287.0
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,Finance,Investment Bankers/Brokers/Service,451732101.0
CLNE,Clean Energy Fuels Corp. Common Stock,Utilities,Natural Gas Distribution,451460500.0
SES,SES AI Corporation Class A Common Stock,Miscellaneous,Industrial Machinery/Components,450525704.0
ASMB,Assembly Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,450396511.0
ACTG,Acacia Research Corporation (Acacia Tech) Common Stock,Miscellaneous,Multi-Sector Companies,450105355.0
FDMT,4D Molecular Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),449575784.0
PDLB,Ponce Financial Group Inc. Common Stock,Finance,Savings Institutions,449169322.0
NUAI,New Era Energy & Digital Inc. Common Stock,Energy,Oil & Gas Production,448718811.0
PKOH,Park-Ohio Holdings Corp. Common Stock,Industrials,Industrial Specialties,448502964.0
GETY,Getty Images Holdings Inc. Class A Common Stock,Consumer Discretionary,Business Services,448286391.0
BLW,Blackrock Limited Duration Income Trust,Consumer Discretionary,Other Consumer Services,444605100.0
EVH,Evolent Health Inc Class A Common Stock,Consumer Discretionary,Other Consumer Services,444300215.0
FBRX,Forte Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,442137659.0
OSS,One Stop Systems Inc. Common Stock,Technology,Computer Manufacturing,441631573.0
HQL,abrdn Life Sciences Investors Shares of Beneficial Interest,Finance,Investment Managers,441432943.0
NVEC,NVE Corporation Common Stock,Technology,Semiconductors,441391398.0
ABAT,American Battery Technology Company Common Stock,Basic Materials,Metal Mining,440618541.0
ALIT,Alight Inc. Class A Common Stock,Consumer Discretionary,Business Services,439463940.0
SGMT,Sagimet Biosciences Inc. Series A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,437820312.0
FULC,Fulcrum Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,437615191.0
EBS,Emergent BioSolutions Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,435988701.0
SWMR,Swarmer Inc Common Stock,Technology,Computer Software: Prepackaged Software,435630548.0
TITN,Titan Machinery Inc. Common Stock,Consumer Discretionary,Other Specialty Stores,435415240.0
VITL,Vital Farms Inc. Common Stock,Consumer Staples,Packaged Foods,434054839.0
FRPH,FRP Holdings Inc. Common Stock,Finance,Real Estate,433823323.0
NPWR,NET Power Inc. Class A Common Stock,Energy,Industrial Machinery/Components,433790044.0
GEVO,Gevo Inc. Common Stock,Industrials,Major Chemicals,430838052.0
OPTX,Syntec Optics Holdings Inc. Class A Common Stock,Technology,Electronic Components,430189097.0
NRC,NRC Health Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,430000160.0
CMCO,Columbus McKinnon Corporation Common Stock,Industrials,Construction/Ag Equipment/Trucks,429366128.0
BRCC,BRC Inc. Class A Common Stock,Consumer Staples,Beverages (Production/Distribution),429143944.0
LOCO,El Pollo Loco Holdings Inc. Common Stock,Consumer Discretionary,Restaurants,428506043.0
GLAD,Gladstone Capital Corporation Common Stock,Consumer Discretionary,Textiles,428138658.0
ELMT,The Elmet Group Co. Common Stock,Industrials,Metal Fabrications,428098898.0
VUZI,Vuzix Corporation Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,427433446.0
GCBC,Greene County Bancorp Inc. Common Stock,Finance,Banks,426828909.0
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,Finance,Investment Managers,425896824.0
KLC,KinderCare Learning Companies Inc. Common Stock,Consumer Discretionary,Other Consumer Services,423973310.0
VREX,Varex Imaging Corporation Common Stock,Technology,Industrial Machinery/Components,423947000.0
STRO,Sutro Biopharma Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),423706125.0
MNPR,Monopar Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,422844793.0
GBFH,GBank Financial Holdings Inc. Common Stock,Finance,Commercial Banks,422678982.0
LDI,loanDepot Inc. Class A Common Stock,Finance,Finance: Consumer Services,422279874.0
CCRN,Cross Country Healthcare Inc. Common Stock $0.0001 Par Value,Consumer Discretionary,Professional Services,421941226.0
BMRC,Bank of Marin Bancorp Common Stock,Finance,Major Banks,421579970.0
ATNI,ATN International Inc. Common Stock,Telecommunications,Telecommunications Equipment,421281564.0
PNRG,PrimeEnergy Resources Corporation Common Stock,Energy,Oil & Gas Production,419450320.0
EVN,Eaton Vance Municipal Income Trust Common Stock,Finance,Investment Managers,419281913.0
CBAN,Colony Bankcorp Inc. Common Stock,Finance,Major Banks,418961446.0
CCAP,Crescent Capital BDC Inc. Common stock,Finance,Finance: Consumer Services,418938474.0
GTN,Gray Media Inc. Common Stock,Industrials,Broadcasting,418145512.0
MOBI,Mobia Medical Inc. Common Stock,Health Care,Medical/Dental Instruments,416875927.0
BSVN,Bank7 Corp. Common stock,Finance,Major Banks,416851680.0
KREF,KKR Real Estate Finance Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,416666702.0
MTW,Manitowoc Company Inc. (The) Common Stock,Industrials,Construction/Ag Equipment/Trucks,415473887.0
LAND,Gladstone Land Corporation Common Stock,Real Estate,Real Estate Investment Trusts,415405198.0
BWFG,Bankwell Financial Group Inc. Common Stock,Finance,Major Banks,415322946.0
ALMU,Aeluma Inc. Common Stock,Technology,Semiconductors,414432784.0
BBBY,Bed Bath & Beyond Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,414055572.0
SIDU,Sidus Space Inc. Class A Common Stock,Telecommunications,Telecommunications Equipment,414028052.0
NATH,Nathan's Famous Inc. Common Stock,Consumer Discretionary,Restaurants,413821513.0
SGU,Star Group L.P. Common Stock,Consumer Discretionary,Other Specialty Stores,413379216.0
ZUMZ,Zumiez Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,413274542.0
SPT,Sprout Social Inc Class A Common Stock,Technology,Computer Software: Prepackaged Software,409919769.0
DDT,Dillard's Capital Trust I,Consumer Discretionary,Department/Specialty Retail Stores,408386407.0
PLAY,Dave & Buster's Entertainment Inc. Common Stock,Consumer Discretionary,Restaurants,408188009.0
IPSC,Century Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),407601868.0
LYEL,Lyell Immunopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,407413159.0
AMCX,AMC Global Media Inc. Class A Common Stock,Telecommunications,Cable & Other Pay Television Services,405892059.0
ENTA,Enanta Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,405643401.0
BMBL,Bumble Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing,405640932.0
REPL,Replimune Group Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),405431559.0
FVR,FrontView REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts,402979578.0
WTBA,West Bancorporation Common Stock,Finance,Major Banks,402714589.0
RBB,RBB Bancorp Common Stock,Finance,Major Banks,402396699.0
LAB,Standard BioTools Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments,402079163.0
GCO,Genesco Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,401971452.0
LXEO,Lexeo Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),401245550.0
EOLS,Evolus Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,401055434.0
FSTR,L.B. Foster Company Common Stock,Industrials,Metal Fabrications,398580295.0
MEI,Methode Electronics Inc. Common Stock,Technology,Electrical Products,398237932.0
SAJ,Saratoga Investment Corp 8.00% Notes due 2027,Finance,Investment Managers,397578824.0
DVLT,Datavault AI Inc. Common Stock,Technology,Semiconductors,397151878.0
RILY,BRC Group Holdings Inc. Common Stock,Finance,Investment Managers,396554723.0
SAZ,Saratoga Investment Corp 8.50% Notes due 2028,Finance,Investment Managers,395463626.0
BYND,Beyond Meat Inc. Common Stock,Consumer Staples,Packaged Foods,394700738.0
SAY,Saratoga Investment Corp 8.125% Notes due 2027,Finance,Investment Managers,394680220.0
CYH,Community Health Systems Inc. Common Stock,Health Care,Hospital/Nursing Management,394566794.0
LTBR,Lightbridge Corporation Common Stock,Consumer Discretionary,Professional Services,394350024.0
ISTR,Investar Holding Corporation Common Stock,Finance,Major Banks,393944788.0
CCCC,C4 Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),393619310.0
CBK,Commercial Bancgroup Inc. Common Stock,Finance,Major Banks,393089408.0
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,391809472.0
RLGT,Radiant Logistics Inc. Common Stock,Industrials,Integrated Freight & Logistics,390576094.0
CLMB,Climb Global Solutions Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,389797312.0
SAT,Saratoga Investment Corp 6.00% Notes due 2027,Finance,Investment Managers,389509737.0
FRBA,First Bank Common Stock,Finance,Commercial Banks,389331902.0
TBRG,TruBridge Inc. Common Stock,Technology,EDP Services,389077588.0
VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),Finance,Finance Companies,388552675.0
ATLCZ,Atlanticus Holdings Corporation 9.25% Senior Notes due 2029,Finance,Finance: Consumer Services,386152713.0
NEWT,NewtekOne Inc. Common Stock,Finance,Major Banks,386132363.0
BNTC,Benitec Biopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,385799171.0
MGPI,MGP Ingredients Inc.,Consumer Staples,Beverages (Production/Distribution),385750828.0
DIN,Dine Brands Global Inc. Common Stock,Consumer Discretionary,Restaurants,385248765.0
RNGR,Ranger Energy Services Inc. Class A Common Stock,Energy,Oilfield Services/Equipment,385175909.0
GBLI,Global Indemnity Group LLC Class A Common Stock ,Finance,Property-Casualty Insurers,385027884.0
LWAY,Lifeway Foods Inc. Common Stock,Consumer Staples,Packaged Foods,384645121.0
BBCP,Concrete Pumping Holdings Inc. Common Stock,Consumer Discretionary,Engineering & Construction,384384951.0
NATR,Nature's Sunshine Products Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,384229431.0
OABI,OmniAb Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,384177334.0
AVBC,Avidia Bancorp Inc. Common Stock,Finance,Banks,383657138.0
GLSI,Greenwich LifeSciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,383078003.0
MCFT,MasterCraft Boat Holdings Inc. Common Stock,Industrials,Marine Transportation,381600622.0
XFOR,X4 Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),381051572.0
BOC,Boston Omaha Corporation Class A Common Stock,Finance,Real Estate,380967220.0
TACO,Berto Acquisition Corp. Ordinary Shares,Finance,Blank Checks,380821324.0
DCTH,Delcath Systems Inc. Common Stock,Health Care,Medical/Dental Instruments,380428550.0
BXC,Bluelinx Holdings Inc. Common Stock,Consumer Discretionary,Wholesale Distributors,380169996.0
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,Finance,Finance: Consumer Services,379648770.0
XRX,Xerox Holdings Corporation Common Stock,Technology,Computer peripheral equipment,379251134.0
FMAO,Farmers & Merchants Bancorp Inc. Common Stock,Finance,Savings Institutions,379175898.0
PACB,Pacific Biosciences of California Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments,378934059.0
CZNC,Citizens & Northern Corp Common Stock,Finance,Major Banks,377502467.0
OPAL,OPAL Fuels Inc. Class A Common Stock,Utilities,Natural Gas Distribution,377474215.0
SOR,Source Capital Inc. Cmn Shs of BI,Finance,Investment Managers,376753407.0
AIRS,AirSculpt Technologies Inc. Common Stock,Health Care,Medical/Nursing Services,376008480.0
PAYS,Paysign Inc. Common Stock,Technology,EDP Services,375686795.0
HNST,The Honest Company Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,375368077.0
MAGN,Magnera Corporation Common Stock,Basic Materials,Paper,374468000.0
ULH,Universal Logistics Holdings Inc. Common Stock,Industrials,Trucking Freight/Courier Services,374449612.0
XPER,Xperi Inc. Common Stock ,Technology,Computer Software: Prepackaged Software,374103784.0
STRZ,Starz Entertainment Corp. Common Shares,Consumer Discretionary,Movies/Entertainment,373892789.0
CMPX,Compass Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),372781984.0
